query,category
A payment is pending,payment_issue
Why hasn't my card payment cleared yet?,payment_issue
I've made a card payment a couple of days ago now but it looks like the money is stuck. How long does it typically take for the payment to go through?,payment_issue
My payment is taking a long time to go through.,payment_issue
What does it mean if my payment is pending?,payment_issue
When will my payment go through?,payment_issue
My card payment still pending,payment_issue
How long does a payment show as pending before i should worry about it?,payment_issue
Why is my card payment pending?,payment_issue
I made a card payment by my card but it failed. Please let me know when the payment will get completed as its still pending.,payment_issue
"Hi, status of one of my card payment is still pending from a while. Please let e know how much time it will take to complete.",payment_issue
"After I make a payment, how long will it be before it transitions from ""pending"" to complete?",payment_issue
"My card payment is showing up as pending for a very long time, what's going on with that, it should be going through at some point?",payment_issue
My purchases from this morning are showing up as payment pending. Can you tell me why?,payment_issue
There is a payment that has not processed.,payment_issue
I'm still waiting on a payment,payment_issue
I need to find out why my pending payment hasn't gone through.,payment_issue
I am waiting for a payment to be processed,payment_issue
I don't understand why my card payment is pending.  It has been pending for too long.  Why is this and when might it go through?,payment_issue
"I did a payment with my card but seem that didn't work, it's still listed as pending since a while ago. When does this actually go through?",payment_issue
I need to know when a payment will actually go through. I completed a payment using my card but it is just showing as pending at this point and it has been a while ago.,payment_issue
When will the transaction go through?,payment_issue
My card payment has been stuck on pending. What is the problem? It should have gone through by now.,payment_issue
Why is the purchase I made this morning still pending?,payment_issue
A transaction on my card shows as pending.,payment_issue
I have a pending payment on my card.  Why?,payment_issue
I have a card payment that has been pending for some time and would like to know when it is going to go through.,payment_issue
"I made a payment a while ago and it is still showing as ""pending"" in the account. How long will this payment take to complete?",payment_issue
What does a 'pending payment' mean?,payment_issue
"Hello, I made a payment with my card and it's not working. It's been a while and still says its pending. Can you tell when this will go through?",payment_issue
"Hi,  One of payment is still coming as pending for which i have already paid by card. I guess it did not processed, could you please check and update me.",payment_issue
My purchase from this morning still is pending.,payment_issue
Why is my card payment still listed as pending?,payment_issue
One of my card payments looks like it's stuck but I have made the payment days ago. How long until the payment will be applied to my account?,payment_issue
I don't know what pending transaction means.,payment_issue
"My card payment is just showing up as pending since forever, what's going on with that, when should it be going through?",payment_issue
It says pending status for my payment. Why?,payment_issue
I noticed that there's a payment on my card that's pending.,payment_issue
When is a payment I made with my card going to clear>,payment_issue
My card payment has been pending for a long time now. Why is it taking so long to take. It should have already made it through.,payment_issue
What does it mean if it says that my payment is pending?,payment_issue
Why are my purchases from this morning still pending?,payment_issue
"I was wondering why my payment hasn't gone through yet, its been a while.",payment_issue
My card payment has been on pending forever. What is the problem? It should have gone through at some time by now.,payment_issue
I did a card payment but its status is still coming as pending. Please check and inform when it would complete.,payment_issue
I have made a card payment but it did not completed still showing as pending. Please tell me when it will be completed.,payment_issue
Why hasn't my payment gone through?,payment_issue
Why is my card payment still pending? It should have gone through already.,payment_issue
"I made a purchase this morning, and it is showing as pending.",payment_issue
There is a single payment on my card which shows as pending.,payment_issue
How long does it actually take my card payment to make it to the account? I've made a payment a couple of days ago but it hasn't moved since.,payment_issue
How long does it take for my payment to process?,payment_issue
Why would my payment for my card show as pending?,payment_issue
Why aren't my payment funds available to me?,payment_issue
I got some items this morning but the payment says pending,payment_issue
Why is the payment I made still pending?,payment_issue
Is there a problem that makes my payments show pending?,payment_issue
I made a purchase earlier today but it is still listed as pending- when will it go through?,payment_issue
Why didn't my payment process,payment_issue
I have a payment that hasn't went through yet.,payment_issue
I made a payment but it's still pending,payment_issue
How long does it take for a new purchase to stop being considered pending?,payment_issue
I was wondering how long does it take for a payment to go thru? It seems my last payment is stuck and hasn't moved.,payment_issue
What is the cause of the delay in applying my card payment to my account?,payment_issue
Why would my payment still show as pending?,payment_issue
I have a payment which has not been approved.,payment_issue
What does it mean when it says I have a payment pending?,payment_issue
"There is a pending payment on my account, what does this mean?",payment_issue
Why has my card payment not yet been applied to my account?,payment_issue
I bought some things in the morning but the payment shows as pending,payment_issue
I don't know what a pending payment is.,payment_issue
why do I have a pending payment?,payment_issue
How long does it actually take for a card payment to go through? There's one stuck since a couple of days already that doesn't seem to move,payment_issue
I purchases several items today. Why are they still showing pending?,payment_issue
There is a payment showing as pending and hasn't posted for a few days.  When will it post?,payment_issue
"I have made a payment by my card, and its still pending since a long time. Could you please tell me when it will process.",payment_issue
I completed a payment with my card a while ago. It's still showing up as pending. What time frame does this normally take? It doesn't appear to have worked.,payment_issue
The payment on my card shows as pending.,payment_issue
I have a payment that is still pending,payment_issue
I bought something this morning and the payment is still pending,payment_issue
"There is a pending transaction on my account, what does this mean?",payment_issue
I made a payment that's pending. Will it go through?,payment_issue
It's been a few days since I've tried to pay a seller but the funds aren't going through. What is happening?,payment_issue
I made a payment that seems to be stuck. It's been a couple of days already. Can you tell me how long it will take?,payment_issue
I made a payment that is not yet complete.,payment_issue
Why hasn't my payment shown up yet?,payment_issue
What is the meaning of a pending payment?,payment_issue
My payment is in the app but hasn't gone through yet,payment_issue
How many days does a regular transaction take to complete?  I see a pending payment that hasn't changed in the last several days.,payment_issue
Why hasn't my payment gone through yet?,payment_issue
My payment's stuck on pending.,payment_issue
Is there a reason my payment is still pending?,payment_issue
What's the pending length for credit transactions? I've had one in my pending category now for days and it won't move to processed.,payment_issue
How long does it take for a payment to change from pending?,payment_issue
My credit card payment has been in pending status for a super long time.  I don't get it.  Why is it like this?  When will it go through?,payment_issue
Why hasn't payment gone through yet?,payment_issue
Why is this payment pending?,payment_issue
Why is the payment from my card still pending?,payment_issue
What is the pending payment on my card about?,payment_issue
"It says that my payment is pending, what does that mean?",payment_issue
I tried to make a payment with my card and it was declined. Why is it pending?,payment_issue
Why is it saying I have a pending payment?,payment_issue
"Is there something wrong with my card payment? It's been pending a really, really long time.",payment_issue
My purchases from this morning still have pending payments.,payment_issue
When will my pending payment finish?,payment_issue
"I used my card to make a payment a while ago and its still pending, Why is it taking so long?",payment_issue
How long does it take for a purchase to go from pending to authorised?,payment_issue
"My card has been pending for a while, what should I do?",payment_issue
There is a payment that i made that i noticed has not gone thru yet. Can i ask why?,payment_issue
"My card payment is just showing up as pending and it has been a while , what's going on with that, it should be going through at some point?",payment_issue
How long will my payment be pending?,payment_issue
How long does it take to get a refund on something I bought?,refund_request
Please tell me how to get a refund for something I bought.,refund_request
Can i cancel this purchase?,refund_request
I want to return an item for a refund can I do that?,refund_request
Can I request a refund,refund_request
"I am not sure how this will work, but I have not received a product I ordered.  I want a refund, but should I just cancel the payment?",refund_request
Where do I go for a refund?,refund_request
I'm interested in learning more about product refunds.,refund_request
do you offer refunds? i would like to return purchase.,refund_request
What's the procedure for canceling a purchase?,refund_request
I need to cancel a purchase that I made the other day.,refund_request
Hello. How do i go about getting a refund of an item i bought ? I want to cancel the payment since i have not received the item yet.,refund_request
"I need a refund and cancel a transaction on an item I purchased and i need it as soon as possible, please!",refund_request
i bought the wrong size and would like a refund,refund_request
I want to know about your refund policy.,refund_request
Can I cancel an order if I haven't received the item yet? And how can I get my money back? Please help. Thanks.,refund_request
"Hey I want to get a refund on something I bought, but not sure how to go about it. Can you please just cancel the payment, I have not received the item yet.",refund_request
I am quite aggravated that I ordered online almost a month ago and I never got my package and I paid for it. I would really appreciate it if I could get a full refund back now.,refund_request
My statement has a charge that shouldn't have been made.,refund_request
My product hasn't arrived even though I ordered it a while ago. I want a refund!,refund_request
Is there a way you can have money from a purchase I made refunded to my account.,refund_request
I've changed my mind on an item.  How do I get a refund?,refund_request
"I decided I no long want something that I ordered, and want a refund. How do I go about doing that?",refund_request
How do I get a refund for something I bought?,refund_request
I made a purchase recently but I have decided that I'm not buying it and I need to receive my money back. Can you please give me a refund ASAP. It's extremely urgent.,refund_request
Please help me get a refund?,refund_request
What is the refund policy?,refund_request
I just bought an item and changed my mind.  I have not received it yet how can I get refunded.  Thank you.,refund_request
Are refunds allowed for certain items.,refund_request
I need to cancel a purchase?,refund_request
I have an incorrect charge and would like a refund.,refund_request
I want a refund on the things i bought,refund_request
I would like my money back for an item I purchased,refund_request
Please could you give me a refund,refund_request
"If I bought something I didn't like, can I get a refund?",refund_request
I bought something that I need a refund for.,refund_request
I want to cancel a purchase,refund_request
Am I able to get a refund for something I bought?,refund_request
"My order hasn't shown up yet, what can I do?",refund_request
My package is taking too long to arrive and I don't want it anymore. Can I get a refund?,refund_request
I would like to cancel my order.,refund_request
I want this fee reversed from my account.,refund_request
I want a refund,refund_request
I'd like to discuss an order I placed quite a long time ago. I have yet to receive it and am growing upset.  I want a refund as I now refuse to pay for the product.,refund_request
I ordered something online a while ago and I haven't gotten it. I would like a refund.,refund_request
"I received the wrong color and size, can I return it?",refund_request
Is it possible to get a refund?,refund_request
What's your refund policy if I bought an item from you?,refund_request
I want to cancel my purchase,refund_request
Can I get an item refunded?,refund_request
Please help! I need a refund on a transaction on something I bought and I need the refund right away!,refund_request
I purchased this item and would like a refund,refund_request
Hello I changed my mind and really need a refund on one of things I bought recently. Can you please cancel the transaction and get me my money back. Pls it's urgent,refund_request
How can I get a refund for an item I purchased but has not yet arrived?,refund_request
Can you please assist on my item that needs to be refunded?,refund_request
I didn't enjoy my tutor session and want a refund back. How do I go about doing this?,refund_request
I would like to cancel my previous purchase.,refund_request
Can you please refund my item?,refund_request
I made a purchase and would like to get a refund for what I bought can you have the money put back in my account?,refund_request
"Hey, I ordered a thing but changed my mind and want a refund on it. Since I haven't received the thing, would you just go ahead and cancel the payment for me?",refund_request
Can I have my money refunded for an item,refund_request
What do I need to do for a refund?,refund_request
I am interested in cancelling a purchase,refund_request
"It's been over a month and i still haven't received my goods! I ordered a pencil for crying out loud, it's not that hard to deliver that! I'm done with these people, give me a refund immediately! I'll search for my Japanese exclusive pencil elsewhere!",refund_request
How do I get my money back for something I bought?,refund_request
"Hi need your help for getting the refund or cancel the payment of an item, i have ordered but still have not received it.",refund_request
"I need your help to get a refund for an item I just bought, can you cancel the payment since what I bought hasn't arrived yet.",refund_request
How do I reverse a transaction on my account?,refund_request
Am I able to get a refund for a purchase?,refund_request
I need a refund for something I bought.,refund_request
I want a refund for my item,refund_request
Can I receive a refund for an item I purchased?,refund_request
Give me a refund,refund_request
I want a refund on this.,refund_request
Is it possible to have an item refunded?,refund_request
I made an online purchase and the order has not shown up. Give me my money back.,refund_request
What is the refund procedure?,refund_request
Hello I changed my mind and really need a refund on something I bought recently. Can you please cancel the transaction and get me my money back. Please it's urgent.,refund_request
How do I begin the process of a refund?,refund_request
I bought something and want the money refunded can I get some help with that?,refund_request
What is your refund policy for products I have purchased?,refund_request
I would like to receive a refund for something I bought.,refund_request
My product was faulty.,refund_request
I need a refund. This is not what i wanted.,refund_request
I bought something online a week ago and i never got it in the mail.Can I just get my money back now I don't want to keep waiting on something that isn't going to show up.,refund_request
Can I get a refund on an item?,refund_request
I think I deserve a refunded on a certain item.,refund_request
"I bought a product a week ago, but may need to return it.",refund_request
I would like to cancel my purchase.,refund_request
"Hello, I recently ordered an item and I need help with cancelling and processing a refund as soon as possible. It's very important that I get my refund quickly.",refund_request
I would like to cancel a purchase.,refund_request
I ordered online weeks ago and I never received my package in the mail and I don't want to wait any more. So if I could get my money back now that would be great.,refund_request
Can i have the item refunded?,refund_request
I did not get the item I ordered.  How should I go about this?  Should I just cancel my order or my payment?  Please help me.,refund_request
It has been forever ago that I made an order online. The product simply is not coming. Just give me back my money because I'm not paying these people.,refund_request
"I want a refund, but I haven't received the item yet. Can I cancel it and get my funds back? How do I do that.",refund_request
I'm going to cancel a purchase.,refund_request
Am I able to return an item for a refund?,refund_request
How do I go about getting a refund?,refund_request
How can i get a refund for something i just bought?,refund_request
Do you give refunds?,refund_request
tell me how to get a refund for something I bought.,refund_request
"I don't want to buy this car anymore, can I cancel the transaction and get a quick refund back?",refund_request
"I'd like to get a refund for something I bought, is that possible?",refund_request
I changed my mind on something I purchased through you and I need the transaction canceled and a refund as soon as possible. Can you help me please?,refund_request
is it possible to get a refund for something I purchased?,refund_request
I want to get a refund.,refund_request
How do I request a refund?,refund_request
How do I get my refund back?,refund_request
Would I be able to refund an item?,refund_request
I want my purchases cancelled.,refund_request
How can I get a refund for a purchase?,refund_request
"I need to refund my item, can you please help?",refund_request
How do I get a refund for an item I bought?,refund_request
"How can I get my money back on an order. I haven't gotten the item yet, so I want to cancel the order. How?",refund_request
Do you have a return policy?,refund_request
I am unhappy with an item I bought. How do I get a refund?,refund_request
I would like to report an issue with my product and want to get it refunded,refund_request
"I've been waiting for something that i've ordered for months now and it still hasn't arrived. I genuinely don't know what this company is doing, but put plainly, i've had enough. Please issue a refund immediately, i would not like to waste anymore of my time on these people.",refund_request
How can I go about getting a refund?,refund_request
"the product is not working, can I get a refund?",refund_request
My order needs to be canceled.,refund_request
"Give me back my money, I'm not paying the sellers. It has been a long time ago that I made an order and it just isn't coming.",refund_request
"I ordered something, and now I have buyer's remorse. Since what I ordered hasn't come yet, can you just cancel the payment since I already know I want a refund for it?",refund_request
Can I return an item?,refund_request
I need my purchase cancelled.,refund_request
How do I cancel a purchase?,refund_request
I would like it if I could get an item refunded,refund_request
I bought an item and now I want a refund.,refund_request
I need to cancel a payment. Something i purchased a while ago still has not arrived and i'm not going to pay them if they won't send me what I purchased.,refund_request
I would like to return my purchases,refund_request
What is the refund process?,refund_request
Can you please help me in canceling my order.,refund_request
Can you refund my purchase?,refund_request
"I just bought an item and would like to stop payment, is this possible?  The item has not been received yet.",refund_request
"Hello, I have recently made a purchase and have decided to cancel my purchase. Is there any way that you can cancel that transaction for me so I can get the money back? It's very important.",refund_request
I have not received an item i ordered yet so i want to cancel it and get a refund. Can you please guide me on how to go about it?,refund_request
I bought something and now I want a refund.,refund_request
Canceling my order is what I need to do right now.,refund_request
Are purchases returnable for full refund?,refund_request
I want to talk about an order that I placed a long time ago and have yet to receive. I demand a refund due to lack of delivery of the product!  I refuse to pay for something I never got.,refund_request
I need this item refunded,refund_request
It's been some time ago that I placed an order and it just isn't coming. At this point just give me back my money because I'm not paying them.,refund_request
"Hello-Can you please help me get a refund from this merchant?  I ordered a product and would like to return it. I have been unsuccessful in getting the merchant to return my request for the past several days.  I understand it can take up to 45 days to process the dispute and issue a refund, however, if this can be expedited faster it would be very helpful to me.",refund_request
I need to have an item refunded.,refund_request
I want a refund for an item,refund_request
How do I return something for a full refund?,refund_request
"I did not receive my purchase, how do I cancel it?",refund_request
How does on apply fora refund on an item he ordered? I ordere an item and have not received it yet so i want to cancel it and get a refund,refund_request
Is it possible to get a refund for the item?,refund_request
Can you help me process a refund?,refund_request
Is it possible to refund an item?,refund_request
I just bought an item and would like to stop payment can you tell me if the item has been sent yet?,refund_request
i haven't received my order and want a refund,refund_request
Hello I changed my mind and want a refund on one of things I bought recently. Can you please cancel the transaction and get me my money back. Please it's urgent.,refund_request
I would like my refund for this item I bought.,refund_request
Can I get my money back on an item?,refund_request
I would like to retract my purchase.,refund_request
I would like to get an item refunded,refund_request
"Hello, i'd like to inform you of an issue i'm currently experiencing. The goods i have ordered from your website have still not arrived yet; it has been over 3 weeks. I would like to be issued a refund swiftly and be redirected to more competent people. Thank you for your assistance.",refund_request
What is the return policy?,refund_request
I'm cancelling this charge. I still have not received what I bought from these people a while ago.,refund_request
Can I get a refund?,refund_request
Can I have a refund for one of your products?,refund_request
Can I exchange an item for a refund?,refund_request
I want to have an item refunded can I do that?,refund_request
"Can you explain your refund policy, please?",refund_request
How do I receive a refund for my item?,refund_request
I no longer want this can i cancel my purchase?,refund_request
I'm not sure why my card didn't work,payment_issue
My card is not working at stores.,payment_issue
Do you know why my card payment has been declined?,payment_issue
Why isn't my card working? I was pumped to use my new card but it keeps getting declined. Help please.,payment_issue
I could not use my card in a store.,payment_issue
If my card payment isn't working what do I do?,payment_issue
I'm not sure why the card payment didn't work.,payment_issue
Tell me why my card payment has been declined.,payment_issue
I was just shopping online for some tickets and the payment was declined by you.  Why has this happened?  I am certain I have the right amount of funds in my account.,payment_issue
I am very upset that i went to use my new card today and it kept getting declined. Why is this happening and what do I do to not have it declined?,payment_issue
What are the reasons why a card payment would be declined?,payment_issue
The card payment I attempted to make failed.,payment_issue
Why has my card been declined?,payment_issue
I went to use my new card today and the card was repeatedly declined. I would really like to use this card and need to know what to do about it.,payment_issue
"I was out today looking forward to paying with my new card, but the payment just kept getting declined. This is really sad, what's going on?",payment_issue
What is the reason my payment was not accepted?,payment_issue
"May monthly payment to Apple has been declined but I don't know why, they are going to re-try the payment and it must go through, can you tell me what is going on please?",payment_issue
You have declined my  payment.,payment_issue
Can you tell me why my card keeps getting declined every time I try to use it?,payment_issue
Can you tell me why my card is not working? I keep trying to use it but it keeps rejecting my payment. I am being careful and entering the info correctly but it still happens.,payment_issue
"Apparently, I went out today to use my new card and was informed my payment was decline. This is really embarrassing, what happen?",payment_issue
I NEED HELP WITH MY CARD!!!!! please. It keeps getting declined when I try to use it. I have tried a few times to use it and it keeps getting rejected. I have no idea why.,payment_issue
How do I check to see why my card payment was declined?,payment_issue
Why was my card declined in a shop?,payment_issue
The payment for the card did not go through,payment_issue
My card was rejected,payment_issue
I use this card all the time so why did it get declined at the store today?,payment_issue
I couldn't pay with my card,payment_issue
Why are all my card payments being declined?,payment_issue
I couldn't pay with card in a shop,payment_issue
Why is my payment declined? It looked like everything worked ok and my account was fine.,payment_issue
My card payment failed.,payment_issue
"My payment has been declined!! What's going on, I thought everything was alright and working well?",payment_issue
My latest payment was declined! What happened! I was told everything had been resolved and was back to working order again.,payment_issue
My card wasn't working in a shop,payment_issue
I'm sure I have enough money so why didn't the store accept my card?,payment_issue
Why has my payment been declined? I paid by card.,payment_issue
can you tell me why my card was declined?,payment_issue
My card didn't go through.  It doesn't make sense.  You told me that everything was ok.,payment_issue
Please explain why my payment was declined? I thought everything was good.,payment_issue
"When I use my card, it says decline?",payment_issue
My card payment didn't work,payment_issue
"I was just shopping and my payment was declined in a store!  It was very embarrassing, what is going on and when will it be fixed?",payment_issue
Why was my card declined?,payment_issue
I tried to make a purchase in the store but my card was declined.,payment_issue
My card payment wasn't accepted.,payment_issue
is there a reason that my payment didnt go through,payment_issue
My card payment did not go through.,payment_issue
Explain the payment that was declined!,payment_issue
Explain why my card payment wouldn't go through.,payment_issue
Why didn;t my payment work,payment_issue
My card couldn't pay in a shop.,payment_issue
My payment card was declined - could you tell me why?,payment_issue
"Hi, is everything in good standing with my card? I am receiving multiple ""decline"" messages.",payment_issue
Why didn't my card payment work?,payment_issue
My card payment didn't go through.,payment_issue
How can a payment be declined,payment_issue
The store card reader would not accept my card.,payment_issue
Why was my payment declined? I keep trying my card but it's not working.,payment_issue
My card was declined,payment_issue
my payment was rejected,payment_issue
I was wondering why my card was declined,payment_issue
"Please help me in this, as i was unable to make any payment by my new card,  it was getting declined repeatedly. I am not very happy with this incident.",payment_issue
Why did my card payment not work?,payment_issue
"my card payment has been declined, do you know why?",payment_issue
My credit card has been declined.,payment_issue
Why did my card payment get declined?,payment_issue
Why won't you accept my payment? I keep trying with this card and it's not working.,payment_issue
My card payment is being declined and I've tried several times.,payment_issue
For some reason my card payment didn't work,payment_issue
Why has my card declined,payment_issue
A shop I go to didn't let me pay.,payment_issue
Why did my payment fail?,payment_issue
Can you tell me why my card payment did not work?,payment_issue
My card would not work at a shop.,payment_issue
I could not get my card to work at a shop.,payment_issue
My card payment has been declined,payment_issue
I've tried using my card multiple times and it keeps getting declined.,payment_issue
My card was refused,payment_issue
Why is it saying my card payment is declined when I made it?,payment_issue
My card failed to work when I was shopping in a store,payment_issue
why couldn't I use my card at a store?,payment_issue
My card did not work at store.,payment_issue
Why does is payment not going through? Did my account get frozen or some other issue I don't know about. What can I do to fix this problem?,payment_issue
Why was my new card declined?,payment_issue
Why do you keep declining my payment?I tried several times with this card and it is just not working.,payment_issue
Why do you keep declining my payment? I tried several times already with this card and it is just not working.,payment_issue
Why am I being declined?,payment_issue
Could you explain why my card payment did not work?,payment_issue
"Hi, Today i have tried to make payment by my new card, but payment got declined many times. I am very disappointed, please look into this.",payment_issue
I don't know why my card payment did not work,payment_issue
"my card was refused, why?",payment_issue
I don't understand why my payment was declined. I thought everything was ok.,payment_issue
I tried to pay with my card and it didn't work,payment_issue
Why do you keep declining my payment?I tried several times already with this card and it is just not working.,payment_issue
The card payment is declined.  Please inform me why.,payment_issue
"My card payment has been declined, why?",payment_issue
Why would you decline my card?,payment_issue
My payment for my card is not working,payment_issue
Why would a card payment be declined?,payment_issue
I was so embarrassed. Why didn't my payment clear?,payment_issue
It seems like my card payment didn't work.,payment_issue
"I've tried many times to make a payment, but it's not going through.  What's wrong?",payment_issue
Why has my card been declined?  whats the deal?,payment_issue
For some reason my card payment hasn't worked. what can I do to look into that?,payment_issue
Could you please tell me why my card payment didn't work?,payment_issue
"my payment was rejected, do you know why?",payment_issue
My card payment doesn't work.,payment_issue
"I made a card payment, but it has been declined?",payment_issue
"Everything seems fine with my account, so why did it decline my payment?",payment_issue
"I'm not sure why my payment has been declined? Please tell me why, I thought it was all good.",payment_issue
My payment has been declined several times.  Can you help me?,payment_issue
I had a decline on my card. Why?,payment_issue
When I tried to pay in a store my card din't work,payment_issue
I was just needing to know why my card got declined,payment_issue
My payment was declined,payment_issue
Why was the payment on my card declined?,payment_issue
I made a card payment but it didn't work. Why not?,payment_issue
"I was out today looking forward to paying with my brand new card, turns out the payment just kept getting declined. This is pretty sad, what's going on?",payment_issue
Do you know the reason why my card payment was declined?,payment_issue
What is going on with it saying my card payment was declined?,payment_issue
"I keep trying to make a payment, but it doesn't work.",payment_issue
What could the reason be that my payment card was declined?,payment_issue
My card did not go through in a shop,payment_issue
Is there an issue with my card payment as it has not gone through.,payment_issue
Why wasn't my card payment accepted?,payment_issue
I keep trying to use my card to buy some things and you keep declining it. Why? I've tried multiple times to make it go through but it won't.,payment_issue
The card payment I made didn't work.,payment_issue
"I received my new card and tried using it today, just to have it show declined over and over again.  Why is this happening?",payment_issue
My card payment won't work.,payment_issue
My card payment has failed.,payment_issue
Whats the reason for my payment being declined? It looked like everything went through ok and my account was good.,payment_issue
I just got my new card and tried using it and it was declined?,payment_issue
"I know there's money in my account, why did my account decline me?",payment_issue
Why are the payments being declined on my new card?  I tried several times to use my new card to pay for my gas at the Shell station in my neighborhood.  I am very distressed about my new card not working.,payment_issue
Why would my card payment not work?,payment_issue
My card payment wasn't declined,payment_issue
Reason for my card to decline,payment_issue
Why have you declined my card payment?,payment_issue
My card was not accepted in a shop,payment_issue
I had a card payment that was declined.  Why?,payment_issue
How come my card payment has been declined?,payment_issue
"I have enough money in my account, so why is my card being declined?",payment_issue
Can you please advise if there is something wrong with my card? I have had multiple rejections and do not know the reason. Thanks!,payment_issue
"Card payment was declined, do you know why?",payment_issue
I've tried several times to make a payment and every time my card is declined? Could my card be locked? I don't know what to do.,payment_issue
"I had a problem with my card payment, can you help?",payment_issue
I tried to used my card in a shop and the transaction was declined.,payment_issue
"I was out today looking forward to paying with my new card, turns out the payment kept getting declined. This is really sad, what's going on?",payment_issue
Card payment didn't go through.,payment_issue
Please help to explain to me why my new card was declined when I tried to use it at my grocery store this morning to pay for the items I needed.  I tried three times to use it and it kept being declined.  I was very embarrassed standing there trying to buy my groceries.,payment_issue
My card payment was not successful.,payment_issue
Tell me why my card payment was declined.,payment_issue
A transaction shows duplicate times.,billing_charge_dispute
There is a repeat charge for the same item,billing_charge_dispute
How can I fix this?  There is a double charge on my account.,billing_charge_dispute
My card got charged twice for the same thing!,billing_charge_dispute
"My husband and I went out for our weekly ""dinner and a movie,"" and it was my turn to pick up the check. Now I see that my card was charged twice. Who should I contact about negating the second charge and getting my card credited?",billing_charge_dispute
How do I query a payment on my card? It looks like I have paid for the same thing twice.,billing_charge_dispute
I have duplicated transactions on my statement,billing_charge_dispute
"I only made one transaction at this place, but it's appearing multiple times.",billing_charge_dispute
"One of my charges was declined, but the second one went through.  But I notice on my App that one of them has gone through, and the other one is still pending.  Please ensure that only one charge is processed. Thanks",billing_charge_dispute
What do I do if I've been charged twice for the same transaction?,billing_charge_dispute
"I think I was charged twice, please help!",billing_charge_dispute
I think there is a mistake.  I am being charged twice.,billing_charge_dispute
"My transaction history is looking a little off. I have been charged twice for multiple different purchases, and would like to have those duplicate charges refunded.",billing_charge_dispute
I was charged for the same thing twice,billing_charge_dispute
My account was charged twice for one purchase,billing_charge_dispute
"I was charged twice for a restaurant, can you take the second charge off?",billing_charge_dispute
I have a transaction that shows multiple times.,billing_charge_dispute
What happens when I am charged twice?,billing_charge_dispute
I have been charged twice for the same transaction.,billing_charge_dispute
How do I get my money back for a duplicated charge?,billing_charge_dispute
I have a duplicate payment on my card.,billing_charge_dispute
Several items I have charged this week are appearing twice.  Please review my statement and remove any duplicate charges.,billing_charge_dispute
I have a transaction showing multiple times.,billing_charge_dispute
"Hi, I just looked at my card transactions and saw that I've been charged twice for a restaurant I went to this week. Can you remove the double charge, please?",billing_charge_dispute
I have been double charged,billing_charge_dispute
I was double charged at a restaurant can you take the second charge off?,billing_charge_dispute
I have a duplicate charge,billing_charge_dispute
I got charged two times for a transaction,billing_charge_dispute
What happens with the duplicate charge in my account?,billing_charge_dispute
Why have I been charged twice?,billing_charge_dispute
I have two of the same charges on my account!,billing_charge_dispute
Why am I being charged for the same thing twice?,billing_charge_dispute
Who do I talk to for transactions debited twice?,billing_charge_dispute
There is a duplicate charge on my account.,billing_charge_dispute
I have been charged twice this week for a couple of things on my card. Can you please check this out for me and return the double charged items back?,billing_charge_dispute
I got charged twice for the same payment. Please removed the pending payment. Thank you.,billing_charge_dispute
I think I got charged twice for the same thing,billing_charge_dispute
It looks like I was charged twice for a single transaction,billing_charge_dispute
"I had a duplicate card and bought something and it showed up twice. I canceled my card, how do I get my money back?",billing_charge_dispute
There is a transaction showing up several times.,billing_charge_dispute
Transaction showing up many times.,billing_charge_dispute
"Looks like my card payment was made twice by mistake. I went to pay at the store earlier which rejected once, second time it worked. App is on pending for one of the payments. Can you please remove one of them as it's wrong and clearly was declined?",billing_charge_dispute
Please tell me why the same transaction is showing up on my account more than once.,billing_charge_dispute
I have duplicate charges for the same transaction,billing_charge_dispute
I got double charged!,billing_charge_dispute
"Looks like my card payment was duplicated after all. I went to pay at the store earlier, got declined once, second time it works. App still stays pending for one of the payments. Can you please remove one of them as it's wrong and clearly was declined?",billing_charge_dispute
There are two of the same charges on my account.,billing_charge_dispute
"Hello, I just checked my card transactions and saw that I was charged twice for a restaurant visit I did earlier this week. Is it possible to remove one of them and get my false paid money pack?",billing_charge_dispute
"I'm really concerned because I only made one transaction, but it's appearing multiple times.",billing_charge_dispute
"Hello,  I am a college student who I recently attended my high school reunion at a local restaurant. I paid with my credit card and now my transaction history reflects a second charge of the seemingly same payment. What could be the reason for this?  Is there any way to have the fraudulent  payment credited back onto my card?",billing_charge_dispute
I was charged twice for an in-store purchase that I thought was declined.  My App says that it's still pending for one of the payments. Please make sure one of the charges is removed.,billing_charge_dispute
"Good day, in reviewing my credit card activity over the last several days, I see a repeated charge for a restaurant that I went to. The charge was put through twice, so I would like one of the charges corrected and the amount that was withdrawn to be reinstated please.",billing_charge_dispute
Why do I have duplicate transactions for one purchase?,billing_charge_dispute
I have a payment that shows twice,billing_charge_dispute
I have been overcharged.,billing_charge_dispute
I have noticed that my account was double charged for a couple of items this week. Please review and refund the double charged items back.,billing_charge_dispute
Why was I double charged?,billing_charge_dispute
There's a duplicate charge on my account?,billing_charge_dispute
Why does the same transaction appear multiple times?,billing_charge_dispute
Why did I get charged twice for the same thing,billing_charge_dispute
I have been charged two times for one transaction.,billing_charge_dispute
Duplicate transactions appear on my account,billing_charge_dispute
I made a payment and it is showing up twice,billing_charge_dispute
I was charged several times for something,billing_charge_dispute
My card is showing the same transaction over and over again.,billing_charge_dispute
A transaction is showing more than once.,billing_charge_dispute
I was charged multiple times at the same location at the same time,billing_charge_dispute
